Team name,TeamEra,PitcherEra,Player1BA,Player2BA,Player3BA
Cleveland,3.3,2.25,0.5,0.364,0.318
LA Dodgers,3.38,2.31,0.5,0.322,0.3
Arizona,3.66,2.89,0.346,0.308,0.302
Boston,3.7,2.9,1,1,0.333
NY Yankees,3.72,2.98,1,0.571,0.333
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
